ID,Title,Price,Brand,Model,Year of Manufacture,Used,Transmission,Color Family,Mileage (in km),Body Type,Version,Description,Poster,Poster Type,Fuel Type,Location.2,Date Posted,name,retail,Post Age
CAR006524,2nd Hand Mitsubishi Strada 2007 for sale in Cebu City,850000,Mitsubishi,Strada,2007,Yes,Manual,Grey,,Pickup / Truck,,full setup by zilvo over size turbo all accessories included very power full engine with sounds set up note open for financing and trade in. just call. 09494504994,guille casquejo,Individual,Diesel,Cebu City,14/07/2019,MitsubishiStrada,1165000,18
CAR006870,2nd Hand Mitsubishi Lancer 1993 for sale in Cebu City,200000,Mitsubishi,Lancer,1993,Yes,Manual,Black,,Saloon / Sedan,,"Loaded 1G 4G63T VR4-RS red top engine swapped (Evolution 0). Engine platform for the Evolution 1,2 and 3.",Random Items,Individual,Gasoline,Cebu City,06/07/2019,MitsubishiLancer,0,26
CAR007053,Mitsubishi Adventure 2013 Manual Diesel for sale in Liloan,485000,Mitsubishi,Adventure,2013,Yes,Manual,White,,MPV / AUV,,for sale Mitsubishi Adventure gls 2013mdl manual diesel engine good running condition cold aircon front and back private car,Paulo,Individual,Diesel,Liloan,02/07/2019,MitsubishiAdventure,0,30
CAR007367,Selling Mitsubishi Lancer 2001 Manual Gasoline in Talisay,150000,Mitsubishi,Lancer,2001,Yes,Manual,Purple,,Saloon / Sedan,,mitsubishi lancer glx manual 2001 model all power 150k silang cavite area 09473530310,Princess ivy,Individual,Gasoline,Talisay,27/06/2019,MitsubishiLancer,0,35
CAR007559,Selling Red Mitsubishi Mirage G4 2018 Automatic Gasoline,528000,Mitsubishi,MirageG4,2018,Yes,Automatic,Red,,Saloon / Sedan,,Mitsubishi Mirage G4 GLS 2018 Automatic Used for sale. The Mitsubishi Mirage G4 runs on Gasoline and has a promo price of PHP 528000. .,BMW Dealer Cebu,Dealer,,Cebu City,24/06/2019,MitsubishiMirageG4,735000,38
CAR007848,Brand New Mitsubishi Strada 2006 for sale in Talisay,650000,Mitsubishi,Strada,2006,Yes,Manual,Grey,,Pickup / Truck,,"4x4 Mitsubishi Strada 2006 model turbo 2.5 diesel engine manual transmission tested long drive no leaks no over heat smooth shifting gears off road setup power steering power windows power side mirrors hella horn 20x12 rims 90% thread life 35 series tires 8"" lift cool air condition angel eyes LED headlight local unit/cebu unit complete original papers OR/CR registered and updated to 2019 price 650,000 negotiable upon viewing please text or 09950762482",ver,Individual,Diesel,Talisay,18/06/2019,MitsubishiStrada,1165000,44
CAR007950,Grey Mitsubishi Montero Sport 2015 for sale in Cebu City,1048000,Mitsubishi,MonteroSport,2015,Yes,Automatic,Grey,,SUV,,Mitsubishi Montero Sport 2015 Automatic Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 1048000. . All power nothing fix,BMW Dealer Cebu,Dealer,,Cebu City,02/06/2019,MitsubishiMonteroSport,1565000,60
CAR007971,White Mitsubishi Mirage 2018 Automatic Gasoline for sale in Cebu City,688000,Mitsubishi,Mirage,2018,Yes,Automatic,White,,Saloon / Sedan,,Mitsubishi Mirage 2018 Automatic Used for sale. The Mitsubishi Mirage runs on Gasoline and has a promo price of PHP 688000. . All power Nothing fix,BMW Dealer Cebu,Dealer,,Cebu City,02/06/2019,MitsubishiMirage,735000,60
CAR007972,Selling Red Mitsubishi Mirage G4 2016 in Cebu City,458000,Mitsubishi,MirageG4,2016,Yes,Automatic,Red,,Saloon / Sedan,,Mitsubishi Mirage G4 2016 Automatic Used for sale. The Mitsubishi Mirage G4 runs on Gasoline and has a promo price of PHP 458000. . all power nothing fix,BMW Dealer Cebu,Dealer,,Cebu City,02/06/2019,MitsubishiMirageG4,735000,60
CAR007981,Black Mitsubishi Montero Sport 2012 for sale,890000,Mitsubishi,MonteroSport,2012,Yes,Automatic,Black,,SUV,,Mitsubishi Montero Sport 2012 Automatic Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 890000. . all power all stock,BMW Dealer Cebu,Dealer,,Cebu City,31/05/2019,MitsubishiMonteroSport,1565000,62
CAR008072,Mitsubishi Montero Sport 2014 for sale,810000,Mitsubishi,MonteroSport,2014,Yes,Automatic,Black,,SUV,,Mitsubishi Montero Sport 2014 Automatic Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 810000. . all power all stock &nbsp;,BMW Dealer Cebu,Dealer,,Cebu City,06/05/2019,MitsubishiMonteroSport,1565000,87
CAR008074,Mitsubishi Montero Sport GLS 2012 for sale,798000,Mitsubishi,MonteroSport,2012,Yes,Automatic,Red,,SUV,,"Mitsubishi Montero Sport 2012 Automatic GLS Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 798000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today. &nbsp;",BMW Dealer Cebu,Dealer,,Cebu City,06/05/2019,MitsubishiMonteroSport,1565000,87
CAR008086,Mitsubishi ASX 2015 for sale,768000,Mitsubishi,Asx,2015,Yes,Automatic,Silver,,SUV,,Mitsubishi ASX 2015 Automatic Used for sale. The Mitsubishi ASX runs on Gasoline and has a promo price of PHP 768000. .,BMW Dealer Cebu,Dealer,,Cebu City,05/05/2019,MitsubishiAsx,0,88
CAR008187,Mitsubishi Strada 2018 for sale,1328000,Mitsubishi,Strada,2018,No,Automatic,Silver,,Pickup / Truck,,"Diesel Automatic Inline-4 DOHC 16-valve ₱ 1,328,000.00 Brand new",Justin Aliviado Plaza,Individual,Diesel,Cebu City,21/04/2019,MitsubishiStrada,1165000,102
CAR008283,Nissan Frontier 2005 Manual Diesel for sale in Mandaue,340000,Nissan,Frontier,2005,Yes,Manual,Red,,Pickup / Truck,,"Nissan Frontier 2005 Manual Transmission Cebu unit 1st owned In very good condition Super tipid sa Diesel Complete papers Registered Selling Price: P 340,000 Neg. Contact me: 09177770024",Mark,Individual,Diesel,Mandaue,11/07/2019,NissanFrontier,828000,21
CAR008295,Selling 2nd Hand Nissan Frontier 2000 in Cebu City,320000,Nissan,Frontier,2000,Yes,Manual,White,,Pickup / Truck,,"3.2 liter, 4x4, Manual Transmission Registered and complete OR/CR First Owned Power windows, lock and mirrors Newly changed all terrain tires Very good running condition Price is slightly negotiable Call or text 0921-960-6806 for fast transaction",Alvin Armenton,Individual,Diesel,Cebu City,11/07/2019,NissanFrontier,828000,21
CAR008335,Selling Black Nissan Navara 2009 Manual Diesel,525000,Nissan,Navara,2009,Yes,Manual,Black,,Pickup / Truck,,This Black Nissan NP300 Navara 2009 4x4 is exceptional value at just ₱525000. The vehicle has a Manual transmission system and has traveled km to get to you. You won''t find a better deal anywhere else so get in touch today.,Iris,Individual,Diesel,Talisay,10/07/2019,NissanNavara,919000,22
CAR008465,Brand New Nissan Navara 2019 Automatic Diesel for sale in Cebu City,1209000,Nissan,Navara,2019,No,Automatic,Black,,Pickup / Truck,,In line 4 cylinder 16 valves. Turbo diesel with intercooler Brand New Automatic Diesel,Jefferson Pogoy,Dealer,Diesel,Cebu City,02/07/2019,NissanNavara,919000,30
CAR008757,Nissan Sentra 2000 Manual Gasoline for sale in Cebu City,78000,Nissan,Sentra,2000,Yes,Manual,White,,Saloon / Sedan,,"Manual Transmission Power Steering Power Window Power Central locking with remote Lady owned. ""AS IS WHERE IS""",Jiay,Individual,Gasoline,Cebu City,18/06/2019,NissanSentra,0,44
CAR008794,Nissan Navara 2019 Automatic Gasoline for sale in Cebu,1649000,Nissan,Navara,2019,No,Automatic,Black,,Pickup / Truck,,The 2019 Nissan NP300 Navara VL with an Automatic transmission is for sale in Cebu South. This vehicle runs on Gasoline engine and is priced at 1649000. . &nbsp;,Nissan UN,Dealer,Gasoline,Cebu City,23/05/2019,NissanNavara,919000,70
CAR008796,Selling Nissan Almera 2019 Automatic Gasoline in Cebu,988000,Nissan,Almera,2019,No,Automatic,Black,,Saloon / Sedan,,The 2019 Nissan Almera with an Manual transmission is for sale in Cebu South. This vehicle runs on Gasoline engine and is priced at 988000. . &nbsp;,Nissan UN,Dealer,,Cebu City,23/05/2019,NissanAlmera,657000,70
CAR008918,Nissan NV350 Urvan 2019 for sale,1316000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Gasoline Engine and has a promo price of PHP 1316000 .  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008919,Nissan NV350 Urvan 2019 for sale,1621000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Diesel Engine and has a promo price of PHP 1621000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008920,Nissan NV350 Urvan 2019 for sale,1452000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Diesel Engine and has a promo price of PHP 1452000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008921,Nissan NV350 Urvan 2019 for sale,1449000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Diesel Engine and has a promo price of PHP 1449000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008922,Nissan NV350 Urvan 2019 for sale,1436000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Diesel Engine and has a promo price of PHP 1436000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008923,Nissan NV350 Urvan 2019 for sale,1455000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Gasoline Engine and has a promo price of PHP 1455000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008924,Nissan NV350 Urvan 2019 for sale,1664000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Diesel Engine and has a promo price of PHP 1664000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008925,Nissan NV350 Urvan 2019 for sale,1621000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Makati . The Nissan NV350 Urvan  runs on Diesel Engine and has a promo price of PHP 1621000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008926,Nissan NV350 Urvan 2019 for sale,1436000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Diesel Engine and has a promo price of PHP 1436000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008927,Nissan NV350 Urvan 2019 for sale,1158000,Nissan,Nv350Urvan,2019,No,Manual,White,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Makati . The Nissan NV350 Urvan  runs on Gasoline Engine and has a promo price of PHP 1158000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008928,Nissan NV350 Urvan 2019 for sale,1455000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Makati . The Nissan NV350 Urvan  runs on Gasoline Engine and has a promo price of PHP 1455000. Enquire us for down payment and monthly installment options. . &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008929,Nissan NV350 Urvan 2019 for sale,1452000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Diesel Engine and has a promo price of PHP 1452000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008930,Nissan NV350 Urvan 2019 for sale,1449000,Nissan,Nv350Urvan,2019,No,Manual,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Manual Transmission for sale in Cebu . The Nissan NV350 Urvan  runs on Diesel Engine and has a promo price of PHP 1449000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNv350Urvan,1158000,101
CAR008931,Nissan Juke N-style 2019 for sale,1199000,Nissan,Juke,2019,No,Automatic,Black,,SUV,,Nissan Juke 2019 N-style Automatic Transmission for sale in Cebu . The Nissan Juke  runs on Gasoline Engine and has a promo price of PHP 1199000 . &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanJuke,1021000,101
CAR008932,Nissan Almera E 2019 for sale,884000,Nissan,Almera,2019,No,Automatic,Silver,,Saloon / Sedan,,Nissan Almera 2019 E Automatic Transmission for sale in Cebu . The Nissan Almera  runs on Gasoline Engine and has a promo price of PHP 884000 . &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanAlmera,657000,101
CAR008933,Nissan Almera E 2019 for sale,824000,Nissan,Almera,2019,No,Automatic,Silver,,Saloon / Sedan,,Nissan Almera 2019 E Automatic Transmission for sale in Cebu . The Nissan Almera  runs on Gasoline Engine and has a promo price of PHP 824000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanAlmera,657000,101
CAR008934,Nissan Sylphy 2019 for sale,1052000,Nissan,Sylphy,2019,No,Automatic,White,,Saloon / Sedan,,Nissan Sylphy 2019 Automatic Transmission for sale in Cebu . The Nissan Sylphy  runs on Gasoline Engine and has a promo price of PHP 1052000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanSylphy,908000,101
CAR008935,Nissan Sylphy 2019 for sale,993000,Nissan,Sylphy,2019,No,Automatic,White,,Saloon / Sedan,,Nissan Sylphy 2019 Automatic Transmission for sale in Cebu . The Nissan Sylphy  runs on Gasoline Engine and has a promo price of PHP 993000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanSylphy,908000,101
CAR008936,Nissan Sylphy 2019 for sale,978000,Nissan,Sylphy,2019,No,Manual,White,,Saloon / Sedan,,Nissan Sylphy 2019 Manual Transmission for sale in Cebu . The Nissan Sylphy  runs on Gasoline Engine and has a promo price of PHP 978000 . &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanSylphy,908000,101
CAR008937,Nissan Juke 2019 for sale,1091000,Nissan,Juke,2019,No,Automatic,White,,SUV,,Nissan Juke 2019 Automatic Transmission for sale in Cebu . The Nissan Juke  runs on Gasoline Engine and has a promo price of PHP 1091000 .  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanJuke,1021000,101
CAR008938,Nissan Juke 2019 for sale,1021000,Nissan,Juke,2019,No,Automatic,White,,SUV,,Nissan Juke 2019 Automatic Transmission for sale in Cebu . The Nissan Juke  runs on Gasoline Engine and has a promo price of PHP 1021000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanJuke,1021000,101
CAR008939,Nissan Juke 2019 for sale,1099000,Nissan,Juke,2019,No,Automatic,Yellow,,SUV,,Nissan Juke 2019 Automatic Transmission for sale in Cebu . The Nissan Juke  runs on Gasoline Engine and has a promo price of PHP 1099000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanJuke,1021000,101
CAR008940,Nissan Urvan Premium 2019 for sale,1906000,Nissan,Urvan,2019,No,Automatic,Silver,,Van / Minivan / Minibus,,Nissan Urvan 2019 Premium Automatic Transmission for sale in Cebu . The Nissan Urvan  runs on Gasoline Engine and has a promo price of PHP 1906000 .  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanUrvan,1459000,101
CAR008941,Nissan Urvan Premium 2019 for sale,1836000,Nissan,Urvan,2019,No,Automatic,White,,Van / Minivan / Minibus,,Nissan Urvan 2019 Premium Automatic Transmission for sale in Cebu . The Nissan Urvan  runs on Gasoline Engine and has a promo price of PHP 1836000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanUrvan,1459000,101
CAR008942,Nissan NP300 Navara El Calibre Sports Edition 2019,1200000,Nissan,Navara,2019,No,Automatic,Silver,,Pickup / Truck,,Nissan NP300 Navara 2019 EL Calibre Sports Edition Automatic Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1200000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008943,Nissan NP300 Navara El Calibre Sports Edition 2019,1141000,Nissan,Navara,2019,No,Manual,Black,,Pickup / Truck,,Nissan NP300 Navara 2019 EL Calibre Sports Edition Manual Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1141000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008944,Nissan NP300 Navara El Calibre 2019 for sale,1209000,Nissan,Navara,2019,No,Automatic,Black,,Pickup / Truck,,Nissan NP300 Navara 2019 EL Calibre Automatic Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1209000 . &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008945,Nissan NP300 Navara El Calibre 2019 for sale,1113000,Nissan,Navara,2019,No,Automatic,Orange,,Pickup / Truck,,Nissan NP300 Navara 2019 EL Calibre Automatic Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1113000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008946,Nissan NP300 Navara EL Calibre 2019 for sale,1200000,Nissan,Navara,2019,No,Automatic,Silver,,Pickup / Truck,,Nissan NP300 Navara 2019 EL Calibre Automatic Transmission for sale in Makati . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1200000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008947,Nissan NP300 Navara Vl 2019 for sale,1529000,Nissan,Navara,2019,No,Automatic,Orange,,Pickup / Truck,,Nissan NP300 Navara 2019 VL Automatic Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1529000 . &nbsp;,Nissan UN,Dealer,Gasoline,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008948,Nissan NP300 Navara Vl 2019 for sale,1423000,Nissan,Navara,2019,No,Automatic,Orange,,Pickup / Truck,,Nissan NP300 Navara 2019 VL Automatic Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1423000. &nbsp;,Nissan UN,Dealer,Gasoline,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008949,Nissan Urvan Premium 2019 for sale,1846000,Nissan,Urvan,2019,No,Manual,Grey,,Van / Minivan / Minibus,,Nissan Urvan 2019 Premium Manual Transmission for sale in Cebu . The Nissan Urvan  runs on Gasoline Engine and has a promo price of PHP 1846000 .  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanUrvan,1459000,101
CAR008950,Nissan Urvan Premium 2019 for sale,1776000,Nissan,Urvan,2019,No,Manual,Grey,,Van / Minivan / Minibus,,Nissan Urvan 2019 Premium Manual Transmission for sale in Cebu . The Nissan Urvan  runs on Gasoline Engine and has a promo price of PHP 1776000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanUrvan,1459000,101
CAR008951,Nissan X-Trail 2019 for sale,1604000,Nissan,X-Trail,2019,No,Automatic,Blue,,SUV,,Nissan X-trail 2019 Automatic Transmission for sale in Cebu . The Nissan X-trail  runs on Gasoline Engine and has a promo price of PHP 1604000 . &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanX-Trail,1534000,101
CAR008952,Nissan X-Trail 2019 for sale,1890000,Nissan,X-Trail,2019,No,Automatic,Orange,,SUV,,Nissan X-trail 2019 Automatic Transmission for sale in Cebu . The Nissan X-trail  runs on Gasoline Engine and has a promo price of PHP 1890000 .  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanX-Trail,1534000,101
CAR008953,Nissan X-Trail 2019 for sale,1534000,Nissan,X-Trail,2019,No,Automatic,Blue,,SUV,,Nissan X-trail 2019 Automatic Transmission for sale in Makati . The Nissan X-trail  runs on Gasoline Engine and has a promo price of PHP 1534000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanX-Trail,1534000,101
CAR008954,Nissan X-Trail 2019 for sale,1820000,Nissan,X-Trail,2019,No,Automatic,White,,SUV,,Nissan X-trail 2019 Automatic Transmission for sale in Cebu . The Nissan X-trail  runs on Gasoline Engine and has a promo price of PHP 1820000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanX-Trail,1534000,101
CAR008955,Nissan Almera Vl 2019 for sale,933000,Nissan,Almera,2019,No,Automatic,White,,Saloon / Sedan,,Nissan Almera 2019 VL Automatic Transmission for sale in Cebu . The Nissan Almera  runs on Gasoline Engine and has a promo price of PHP 933000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanAlmera,657000,101
CAR008956,Nissan NP300 Navara Vl 2019 for sale,1469000,Nissan,Navara,2019,No,Manual,White,,Pickup / Truck,,Nissan NP300 Navara 2019 VL Manual Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1469000 .  &nbsp;,Nissan UN,Dealer,Gasoline,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008957,Nissan NP300 Navara Vl 2019 for sale,1372000,Nissan,Navara,2019,No,Manual,White,,Pickup / Truck,,Nissan NP300 Navara 2019 VL Manual Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1372000. &nbsp;,Nissan UN,Dealer,Gasoline,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008958,Nissan Almera E 2019 for sale,717000,Nissan,Almera,2019,No,Manual,White,,Saloon / Sedan,,Nissan Almera 2019 E Manual Transmission for sale in Cebu . The Nissan Almera  runs on Gasoline Engine and has a promo price of PHP 717000 .  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanAlmera,657000,101
CAR008959,Nissan Almera E 2019 for sale,795000,Nissan,Almera,2019,No,Manual,Black,,Saloon / Sedan,,Nissan Almera 2019 E Manual Transmission for sale in Cebu . The Nissan Almera  runs on Gasoline Engine and has a promo price of PHP 795000 .  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanAlmera,657000,101
CAR008960,Nissan Almera E 2019 for sale,657000,Nissan,Almera,2019,No,Manual,White,,Saloon / Sedan,,Nissan Almera 2019 E Manual Transmission for sale in Cebu . The Nissan Almera  runs on Gasoline Engine and has a promo price of PHP 657000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanAlmera,657000,101
CAR008961,Nissan Almera E 2019 for sale,735000,Nissan,Almera,2019,No,Manual,Black,,Saloon / Sedan,,Nissan Almera 2019 E Manual Transmission for sale in Cebu . The Nissan Almera  runs on Gasoline Engine and has a promo price of PHP 735000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanAlmera,657000,101
CAR008962,Nissan NP300 Navara Vl Sports Edition 2019 for sale,1490000,Nissan,Navara,2019,No,Automatic,Black,,Pickup / Truck,,Nissan NP300 Navara 2019 VL Sports Edition Automatic Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1490000.  &nbsp;,Nissan UN,Dealer,Gasoline,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008963,Nissan NP300 Navara VL 2019 for sale,1490000,Nissan,Navara,2019,No,Automatic,Black,,Pickup / Truck,,Nissan NP300 Navara 2019 VL Sports Edition Automatic Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1490000. &nbsp;,Nissan UN,Dealer,Gasoline,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008964,Nissan NP300 Navara El Calibre 2019 for sale,1149000,Nissan,Navara,2019,No,Manual,Silver,,Pickup / Truck,,Nissan NP300 Navara 2019 EL Calibre Manual Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1149000 . &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008965,Nissan NP300 Navara EL Calibre 2019 for sale,1141000,Nissan,Navara,2019,No,Manual,Black,,Pickup / Truck,,Nissan NP300 Navara 2019 EL Calibre Manual Transmission for sale in Makati . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1141000.  &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008966,Nissan NP300 Navara El Calibre 2019 for sale,1050000,Nissan,Navara,2019,No,Manual,Silver,,Pickup / Truck,,Nissan NP300 Navara 2019 EL Calibre Manual Transmission for sale in Cebu . The Nissan NP300 Navara  runs on Gasoline Engine and has a promo price of PHP 1050000. &nbsp;,Nissan UN,Dealer,,Cebu City,22/04/2019,NissanNavara,919000,101
CAR008975,Nissan NV350 Urvan Prenium 2019 for sale,1906000,Nissan,Nv350Urvan,2019,No,Automatic,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Prenium Automatic Transmission New for sale in Cebu. The Nissan NV350 Urvan runs on Diesel Engine and has a promo price of PHP 1906000. &nbsp;,Foton Cagayan De Oro,Dealer,,Mandaue,22/04/2019,NissanNv350Urvan,1158000,101
CAR008976,Nissan NV350 Urvan Prenium 2019 for sale,2356000,Nissan,Nv350Urvan,2019,No,Automatic,Silver,,Van / Minivan / Minibus,,Nissan NV350 Urvan 2019 Prenium Automatic Transmission New for sale in Bohol. The Nissan NV350 Urvan runs on Diesel Engine and has a promo price of PHP 2356000. &nbsp;,Foton Cagayan De Oro,Dealer,,Mandaue,22/04/2019,NissanNv350Urvan,1158000,101
CAR008978,Nissan Sylphy Base 2019 for sale,903000,Nissan,Sylphy,2019,No,Manual,Silver,,Saloon / Sedan,,Nissan Sylphy 2019 Base Manual Transmission for sale in Cebu . The Nissan Sylphy  runs on Gasoline Engine and has a promo price of PHP 903000. &nbsp;,Foton Cagayan De Oro,Dealer,,Talisay,22/04/2019,NissanSylphy,908000,101
CAR008979,Nissan Almera Vl 2019 for sale,1003000,Nissan,Almera,2019,No,Automatic,Black,,Saloon / Sedan,,Nissan Almera 2019 Vl Automatic Transmission New for sale in Cebu. The Nissan Almera  runs on Gasoline Engine and has a promo price of PHP 1003000.  &nbsp;,Foton Cagayan De Oro,Dealer,,Mandaue,22/04/2019,NissanAlmera,657000,101
CAR009223,Mazda Mpv 2002 for sale in Cebu City,280000,Mazda,Mpv,2002,Yes,Automatic,White,,MPV / AUV,,"Good condition , very cool aircon, price negotiable Casa maintained Casa records All power All original Very well kept Very fresh in and out",Gregg,Individual,Gasoline,Cebu City,29/06/2019,MazdaMpv,0,33
